评论ID,版本,评论内容,情感标注,AI关键词
52326,2.6,啊啊啊啊啊2.6就这个音游爽！！！model我等不及了啊啊啊好喜欢这种风格！就要快乐！就要热情！就要音乐！！！2.6简直太好玩了啊啊啊是时候展现我们屁股肉玩家真正的技术了！[惊喜]小鸟打碟简直是一道风景线呀哈哈哈哈那个红眼哥看着好疯[妙啊]喜欢乱破的性格！话说波提欧你们巡海游侠真的是寰宇劳模吧！以及，蕉蕉？椒椒！,1,"爽,好玩,喜欢,期待"
21965,1.6,能做狗了，开心,1,"开心,能做狗"
60905,3.1,？告诉你爸这是什么,-1,"质问,不满"
78267,3.5,小三月这是巴啦啦能量黑魔仙变身吗？,1,"有趣,变身"
83644,3.7,"兑换码CXJZRSGEXZWC
SWKGRTZWWYUQ
LFKHRSHEFHU4
为什么还要虐小白，为什么，为什么，为什么，为什么，为什么，为什么",-1,"虐,为什么"
55035,3.0,所有！或者一无所有！[doge_金箍],1,"燃,决心"
77701,3.5,与君初相识恰似故人归，听着有点想哭😭虽然不推阿格莱雅，但是还能见到以前的你，好高兴啊[桃源_给花花][兔兔岛_睡觉],1,"感动,想哭,高兴"
102770,4.3,金闪闪免费送，那还说啥了,1,"免费,开心"
14947,1.3,"饮月我是你的狗🥵
还有1.3能把云五的故事补完吗真的好喜欢哪啊啊啊啊啊啊啊啊啊啊",1,"厨力,喜欢,期待"
49532,2.5,《崩坏：星穹铁道》2.5版本PV：（碧羽飞黄射天狼）,0,"PV,发布"
62618,3.2,对不起了，流萤，遐蝶也是我的,1,"喜欢,选择"
78958,3.5,想问一下2+0的白厄，刻律是要抽的吗[热词系列_谢谢老师],0,"询问,抽卡"
10097,1.1,赛博二胡能不能制成唱片 我要放到列车里听！,1,"想要,喜欢"
39682,2.3,差不进去又来了,-1,"吐槽,不满"
48545,2.5,我咧个追击队复刻啊，票子大大的不够啊。,-1,"不够,抱怨"
50664,2.6,苦茶子大师,1,"幽默,调侃"
37209,2.2,流萤逮着开拓者:这个女人是谁？,0,询问
23856,1.6,直播卡？什么卡，哪里卡了，我不管我失忆了，没卡,1,"维护,失忆"
18162,1.4,男主厨的胜利[tv_doge]，话说崩铁官方设定的主角是星还是穹,1,"胜利,厨力"
67000,3.3,猫猫又死在门前了。,-1,"猫猫,死了"
34896,2.1,CB321ZMUNN,0,兑换码
8441,1.1,没有新主线??!剧情党破大防[tv_大哭],-1,"破防,失望"
80401,3.6,是谁还不知道蛋黄老师送我那天！是我生日！,1,"生日,开心"
16126,1.3,我是饮月君的狗🥵🥵🥵🥵🥵🥵🥵,1,"厨力,狂热"
60731,3.1,新模拟多塞点剧情/分支/角色交互吧，比如阮梅切片那种,0,"建议,期待"
58899,3.0,CABX7ZW3MN拜托了，各位义父们帮帮忙,0,"兑换码,求助"
95572,4.0,这才是太空喜剧啊[喜极而泣][喜极而泣][喜极而泣],1,"太空喜剧,开心"
79253,3.5,23:12 黄金大饭店不是遐蝶写的故事吗,0,"询问,剧情"
7397,1.1,老杨看见奥拓的脸 表情瞬间精彩[笑哭],1,"有趣,表情"
100848,4.2,"第一日，赐以光明
第二日，赐以神音
第三日，赐以意义
第四日，赐以不屈
第五日，赐以意志
第六日，赐以希望
第七日，赐以人之所愿
即将见证闪耀之时[doge]",1,"期待,闪耀"
11295,1.2,这1.1是一分钟也呆不下去了[嫌弃],-1,"嫌弃,不耐烦"
20679,1.5,立花花😭😭😭😭😭,1,"立花花,激动"
64382,3.2,许愿遐蝶0+1,1,"许愿,期待"
86488,3.7,能不能把记忆主立绘改一下，存护和同谐可是都有角色出现在立绘里面的[吃瓜],-1,"改一下,不满"
98097,4.1,不死途卡池持续一整个版本，但是仔细一想4.1就28天，翻译一下就是多持续一周[笑哭],0,"分析,翻译"
81121,3.6,重播呢,0,询问
76776,3.5,咱小三月睡了好几个版本，肚子饿吃点东西补补怎么了[傲娇],1,"可爱,傲娇"
43671,2.4,准备狂炫雪糕[崩坏：星穹铁道_吃瓜ing],1,"狂炫,吃瓜"
25675,2.0,"7AZGNB2CL77G
QAHHPSKUM7N4
RSGG7AKVMP6Q
卡池上半：黑天鹅＋丹恒·饮月
卡池下半：花火＋景元",0,"兑换码,卡池"
8956,1.1,哦吼，银狼！！！！！还有新祖传的小曲,1,"银狼,激动"
99106,4.1,孩子们，我好像知道接下来的剧情走势了：狼尊直接走险路偷袭啊哈，生擒啊哈然后灭了整个二相乐园。你问我为什么?狼尊台词不是说的很明显了么？哈哈哈哈哈哈哈，灭国擒主之功，古来几人?,0,"分析,猜测"
53636,2.7,想知道停云对黄泉提升大吗[大哭]这对一个黄泉单推人来说很重要,-1,"想知道,大哭,重要"
50642,2.6,大黑塔估计3.0大c了，可怜螺丝到现在一点消息没有,-1,"可怜,没消息"
24868,1.6,创造模拟宇宙的天才就差斯蒂芬没露面了[吃瓜],0,"讨论,吃瓜"
49014,2.5,qq 598682695,0,QQ
62118,3.2,"WWNBXYYL8S4Q
KX7TFHG5RANC
UE7TFHYMRAPG",0,兑换码
76792,3.5,有白厄！,1,"期待,白厄"
56526,3.0,8个版本的主线？也就是说可能会有两个周本BOSS两个高潮？[星星眼],1,"期待,星星眼"
18135,1.4,宝可梦啊[笑哭],0,"宝可梦,笑哭"
51556,2.6,我的天呐波波你好帅啊波波！！！,1,"帅,厨力"
101539,4.2,[doge_金箍],0,表情
12544,1.2,什么时候才能出镜流！！！[大哭][大哭][大哭],1,"期待,大哭"
100341,4.2,老日你好涩哦。,1,涩
14120,1.3,好耶,1,好耶
77160,3.5,好三月和丹恒,1,好
4793,1.0,上车上车！我们来啦！,1,"期待,上车"
55339,3.0,50万可以中7次吗[doge],0,doge
79781,3.6,直播间在逃人员报道[doge],0,"报道,doge"
53788,2.7,现在适合回坑么，我2+1黄泉流萤，之后的角色都没有,0,"询问,回坑"
57727,3.0,记忆星：吾虽刀笔吏，亦能杀人于无形[doge_金箍],1,"有趣,doge"
53835,2.7,欢迎来到派对车厢，亲爱的无名客，您是要喝点饮料，吃点东西，还是要开始派对时刻呢？无酒精鸡尾酒，搅拌器，冰块，这些零食味道超好。苏乐达，酸甜汁，再加上辛辣剂…………………[滑稽],1,"欢迎,派对"
82349,3.6,至深的遗迹！不就是至深之处！往世乐土过了至深之处后面不就是[滑稽][滑稽][滑稽][滑稽],1,"滑稽,期待"
65007,3.2,我听到了［死亡］的回响,0,
87722,3.8,[笑哭],0,
6923,1.1,你的兑换码已经过期了[脱单doge],0,"兑换码,过期"
101794,4.2,1,0,
70890,3.4,兑换码,0,兑换码
21260,1.5,02:19我超，这快板，对胃,1,"快板,对胃"
37435,2.2,@Balabalabalamunu,0,
18407,1.4,1,0,
92480,4.0,4.0没有op吗？怎么没预告？,-1,"没有op,没预告"
81804,3.6,小三月是同时有小三月和长夜月人格还是小三月和长夜月切换呀，看不懂,0,"看不懂,疑问"
40184,2.3,6分钟前,0,
5489,1.0,强烈建议解说员边上做一个小姐姐，解说或者不解说都可以,1,"建议,小姐姐"
3876,1.0,此行愿一帆风顺,1,一帆风顺
50084,2.5,啥时候能出个用彦卿兑换sp彦卿的活动[tv_斜眼笑],0,"兑换,sp彦卿"
40548,2.3,玩家是这样的，只需要按时打深渊就好，但是叽米的钱包需要考虑的就很多了,0,"玩家,钱包"
33448,2.1,官方和内鬼爆了[藏狐]没想到，毕竟官方也确实有和内鬼联系，估计是不同组的人吧，苦了剧情组了，新媒体时代的弊病吧，不过如果因此有心理负担倒是大可不必，内鬼最大问题其实是有人刻意带节奏和一部分人见什么信什么以及到处传播，扰乱了正常玩家，最好的情况其实是你想知道你主动找而不是被动的被灌输，b站铺天盖地内鬼消息看的真烦，以前还有上热搜的。,-1,"内鬼,烦,带节奏"
21298,1.5,好魔性的BGM。。。竹板这么一打呀，是别的咱不夸,1,"魔性,BGM"
99304,4.1,CAFMUY5CMN谢谢大佬[星星眼][星星眼][星星眼],1,"谢谢,大佬"
54144,2.7,周天子上车吧！我要玩人肉测谎仪[打call][喜欢]（四格漫画区又能有新活了）,1,"上车,期待,打call"
74939,3.4,怎么还有两个世纪[大哭],-1,"两个世纪,大哭"
80068,3.6,不是说3.6支线跳过吗？,0,"跳过,支线"
1213,1.0,这个表情像这点钱还想要，再氪一单吧[脱单doge],0,"表情,氪"
59401,3.1,来了,0,
43934,2.4,想知道怀炎什么时候登场,0,"想知道,登场"
20037,1.4,我怀疑你暗指某人[崩坏3_路过],0,暗指
48980,2.5,"不复刻骂，复刻了也骂。
复刻早了骂，复刻晚了更要骂。
总而言之，有枣没枣先骂两句再说。",-1,"骂,复刻"
68636,3.3,丹恒！！我的丹恒老师！！！！你敢虐他？！！！你还敢虐他？？？！！开门！我是无名客，我要把所有欺负丹恒老师的人全砍了！！,1,"丹恒,虐,砍"
34168,2.1,"省流
2.1「狂热奔向深渊」
前瞻兑换码：
QTGYNTKDLPQG
STGGPTJC4NQ4
ESHY7TKULPQQ",0,"省流,兑换码"
20701,1.5,原来是来早了，难怪弹幕这么少[脱单doge],0,"来早了,弹幕"
98910,4.1,后面这位是新角色还是单纯海报[思考],0,思考
99743,4.2,这个满愿是二相乐园最终boss吗？,0,询问
59403,3.1,前排[doge_金箍],0,
35168,2.2,1：31景元,0,
47177,2.4,你，刀我雪衣？？？,-1,"刀,雪衣"
81340,3.6,我要抓一个召唤物大C[Ave Mujica_我有话说],1,"期待,召唤物大C"
60596,3.1,剧情什么的真的没意见，只求一个跳过按键,-1,"跳过按键,意见"
56202,3.0,星铁原神崩三绝区零群里都会聊，群内有厨娘 有吉祥物氛围轻松，欢迎大家来玩！ 751331079,0,"群聊,邀请"
23713,1.6,评论嘞？,0,询问
10690,1.2,[鹿鸣_比心],1,比心
71127,3.4,※联动角色配音切换功能预告：在3.5版本，在不切换设置-语音语言的情况下，开拓者可以在角色详情-信息-语音中单独将联动角色的互动、战斗和待机语音切换至Fate【UBW】版权原声（日语）,0,"预告,配音切换"
37470,2.2,我擦，帅,1,帅
70159,3.4,[大哭][大哭][大哭],-1,大哭
5088,1.0,好耶！,1,好耶
54524,3.0,砂金：是时候顶号了，一无所有，或者，赢下所有,1,"燃,赢下所有"
52893,2.7,爱莉希雅[大哭],-1,大哭
99145,4.1,看来狼面具就是不死途的了,0,猜测
18200,1.4,你们好呀 直播间在逃人员[脱单doge],1,"有趣,互动"
16431,1.3,好好好，我可太爱Type-C符玄了[喜欢],1,"喜爱,Type-C符玄"
12029,1.2,这个眼神……是强制爱！！（不是,1,"有趣,强制爱"
52075,2.6,啊？本来就说像了，还又是忍着…完不好说。,-1,"质疑,不好说"
46922,2.4,好耶！,1,"好耶,兴奋"
81552,3.6,现在我一想到长夜月可能接不进三月七的命途切换系统，丹恒作为御三家之一也有三个战斗命途却是唯一一个没有命途切换系统的角色，就想笑。。[热]我很好奇这个问题要怎么解决？还是保持这种怪怪的状态？,-1,"吐槽,问题,怪怪"
63598,3.2,我宣布，崩坏星穹铁道是世上最好玩的游戏！！,1,"最好玩,喜爱"
27398,2.0,天呐最大的惊喜是烧鸡老师,1,"惊喜,烧鸡老师"
96889,4.1,前排,0,前排
26317,2.0,"本次特别节目中的一切人物、故事、设定仅为节目包装，均与《崩坏：星穹铁道》原作无关，展示画面与奖励等均为研发中内容，非最终上线版本，请以上线版本为准。
注意看：无关",0,"无关,说明"
48387,2.5,我就不明白了，为什么有混池弹幕就说米哈游想钱想疯了，现在的智械容忍度这么低的吗,-1,"不满,容忍度低"
94910,4.0,所以4.0没有开门op吗，3.7决战少一个决战歌曲，这开门op也没了[生气_金箍][生气_金箍][生气_金箍],-1,"生气,失望,op缺失"
62946,3.2,哇塞，我在数值膨胀的星铁玩数值更膨胀的星铁[原神_嗯],1,"有趣,数值膨胀"
21905,1.6,靠，怎么评论不了了,-1,"抱怨,评论不了"
17400,1.3,@你的愉愉,0,
6818,1.1,我去,0,
11089,1.2,"RT8878D2ULX4
JA9878C2CMF8
EARQP9UKDMYU",0,兑换码
89176,3.8,简单的言语解开超载的心，有些情绪是该说给懂的人听，你的热泪比我激动怜惜，我发誓要更努力，更有勇气。,1,"感动,励志"
82623,3.7,来了,0,
53778,2.7,这个版本真是惊喜连连啊！周天哥上车，家园系统，送常驻，遗器定向，还有明年大饼[星星眼]爱死崩铁了！赞美制作组！,1,"惊喜,爱死,赞美"
18472,1.4,"MBM7WFF5PECC
FSMPWFE56EUG
NT4NEEFM6EV4",0,兑换码
93006,4.0,送我一百抽吗[doge_金箍]有点意思啊[再见],1,有意思
10433,1.2,嗑cp的差不多得了,-1,"不满,嗑cp"
67119,3.3,补药啊米娜。。说好的组一辈子的黄金裔呢，大家怎么都是死了。。😭😭😭,-1,"伤心,死亡"
76639,3.5,迷其林四星黄金大饭店是不是可以叫迷四大•饭店,0,玩梗
67801,3.3,笑点解析：坑了死亡泰坦八成家底的耄耋这版本就要去见死亡泰坦了,0,"笑点,玩梗"
44838,2.4,今年竟然不是2025年，为什么不是2024年@崩坏星穹铁道 ，老铁你有什么看法吗？,0,调侃
102980,4.3,崩铁牛逼[打call][脱单doge][脱单doge],1,"牛逼,打call"
54162,2.7,CB9AY5PR3N,0,
35924,2.2,今天送的1600，出了砂金,1,"出了,砂金"
74619,3.4,王姐召唤了saber，我为什么会做这样的梦？（考哥.NTR）,0,"召唤,saber,梦"
47850,2.5,[打call][打call][打call][打call],1,打call
49933,2.5,"兑换码:
4VLRRRRUEEEC",0,兑换码
51953,2.6,"NVXA84D68HXC
2VWS84DNRZXY
7DWS8MCN8ZXL",0,兑换码
82251,3.6,3.6敬请收看：粉霞天女用石子击落尼卡多利,0,敬请收看
11233,1.2,刃哥呜呜呜呜呜呜呜呜呜呜[打call][打call][打call][打call],1,"刃哥,打call"
90350,3.8,小花火可爱捏,1,可爱
97006,4.1,[妙啊],1,妙啊
67009,3.3,这孩子睡觉怎么不闭眼啊（,0,"睡觉,不闭眼"
90668,3.8,乱破啥时候复刻,0,复刻
52631,2.7,喵呀！,1,喵呀
2881,1.0,嘿嘿,1,嘿嘿
88517,3.8,前瞻没看，所以乱破复刻吗[崩坏：星穹铁道_加班],0,复刻
14449,1.3,[崩坏：星穹铁道_打招呼],0,
6942,1.1,什么嘛？还以为是大的,-1,"失望,大的"
48628,2.5,一如既往mhy没有热榜呢[吃瓜],-1,热榜
61820,3.2,第一变猫娘,1,猫娘
102637,4.3,哦哦哦！,1,哦哦哦
43413,2.3,太帅了！！！我将点燃星海！,1,"太帅了,点燃星海"
6974,1.1,好耶,1,好耶
24897,1.6,[保卫萝卜_哭哭][保卫萝卜_哭哭][保卫萝卜_哭哭][保卫萝卜_哭哭]义父,1,义父
62362,3.2,好好,1,好好
99552,4.2,忍住，还不能笑[脱单doge],0,"忍住,笑"
20121,1.5,这么大一个眼球，幕后黑手是谁还用我多说吗,0,"眼球,幕后黑手"
18564,1.4,人有五名，毁灭有三个，景元，你不是其中之一[doge][doge],0,"毁灭,景元"
102176,4.3,"温馨米游Q群：
798136619
无内鬼爆料，无游戏节奏，无提前剧透。管理严格，聊天氛围和谐友好。还有可爱萌新和厉害大佬，想和同好交流的舰长/律师/旅行者/开拓者/绳匠/不要错过呀！(づ′▽`)づ",0,"群,交流"
23553,1.6,前面忘了后面忘了，总之，星穹铁道是一款我的问题,-1,问题
19660,1.4,卡芙卡同行任务，刃走后不会是去找镜流了吧,0,"卡芙卡,刃,镜流"
65873,3.3,"有观点称白厄是被困在翁法罗斯的绝灭大君，倘若这个观点成立，后面翁法最终BOSS可能就是恢复记忆的绝灭大君，但这一想太简单了，众所周知，版本PV是预告骗。

也期待仙舟剧情的延伸，玉阙仙舟的坑还没填呢，倏忽感觉后面要搞事，成为周本BOSS之一，毕竟那么重量级的人物，不可能只出现在文本里，对吧？",1,"期待,剧情延伸"
8358,1.1,[崩坏3·终焉归始_出击]许愿别再歪了www,1,许愿
53311,2.7,我算知道黑天鹅为什么要跟来翁法罗斯了，原来是她队友等她团建来的[笑哭],1,"有趣,团建"
52872,2.7,停云belike：,0,
48918,2.5,怎么就这点呀，说好一个小时呢[笑哭][笑哭][笑哭][笑哭],-1,"失望,不够"
67611,3.3,预言早就说过了，唯有一人能够见证创世，“预防针”早已打好，至于痛不痛就要看“医生”功底怎么样了[墨镜],0,"预言,预防针"
24132,1.6,"今天2023.12.15
网易蛋仔派对蛋搭节
网易第五人格春节前瞻
燕云十六声测试直播
腾讯元梦之星盛大开服
米哈游崩3前瞻
然而打破一切的是——
米哈游星穹铁道前瞻",0,对比
49043,2.5,我草，垫池子出花火了，31抽，太欢愉了,1,"惊喜,欢愉"
16102,1.3,简介里头四国cv介绍，怎么就一个可以看,-1,"不满,简介"
60037,3.1,我有点好奇那些说产能低的，他们玩的产能高的二游还有哪些？,0,"好奇,产能"
31582,2.1,啊？这是啥,0,疑问
51960,2.6,NVXA84D68HXC,0,兑换码
53801,2.7,现在流萤还值得补一命吗[大哭]后面好多角色都想抽,-1,"纠结,大哭"
18405,1.4,这个1.4，我只说一个字，遥遥领先遥遥领先遥遥领先遥遥领先遥遥领先遥遥领先遥遥领先遥遥领先遥遥领先遥遥领先遥遥领先遥遥领先遥遥领先遥遥领先遥遥领先遥遥领先遥遥领先遥遥领先遥遥领先遥遥领先遥遥领先遥遥领先遥遥领先遥遥领先遥遥领先遥遥领先遥遥领先遥遥领先遥遥领先,1,"夸赞,遥遥领先"
57779,3.0,八个版本主线好棒啊..但不要刀我哇[捂眼]周天哥王贵人都彻底榨干我的星穹了，结果这一版本8个角色超过一半我都好想要但应该只能拿到一个了[大哭][大哭][大哭][大哭][大哭]啊大黑塔的腿好好看可恶[脸红],1,"期待,喜欢,好看"
